Name,File,Category,Tags,Multibody,Deprecated,Orphaned,Cost,Mass,Width,Depth,Height,Short Description,Description
Modular Engine Flywheel 5x5,modular_engine_flywheel_5x5.xml,Modular Engines,,FALSE,FALSE,FALSE,850,300,7,7,1,A modular engine crankshaft flywheel.,"The crankshaft is the core of an engine. A flywheel piece sits as part of the crankshaft and acts as a momentum (energy) store for a running engine, but also makes the engine harder to start."
Modular Engine Fuel Manifold,modular_engine_intake_manifold.xml,Modular Engines,,FALSE,FALSE,FALSE,10,1,1,1,1,A modular engine fuel manifold.,Attach a manifold to a cylinder to provide a connection for fuel to that cylinder. Cylinders that are chained directly adjacent to each other can share a single manifold.
Modular Engine Manifold (Corner),modular_engine_manifold_corner.xml,Modular Engines,,FALSE,FALSE,FALSE,10,1,1,1,1,A modular engine manifold.,"Attach a manifold to a cylinder to provide connections for air, fuel, and exhaust for that cylinder. Cylinders that are chained directly adjacent to each other can share a single manifold."
Modular Engine Manifold (Straight),modular_engine_manifold_straight.xml,Modular Engines,,FALSE,FALSE,FALSE,10,1,1,1,1,A modular engine manifold.,"Attach a manifold to a cylinder to provide connections for air, fuel, and exhaust for that cylinder. Cylinders that are chained directly adjacent to each other can share a single manifold."
Modular Engine Manifold (T),modular_engine_manifold_t.xml,Modular Engines,,FALSE,FALSE,FALSE,10,1,1,1,1,A modular engine manifold.,"Attach a manifold to a cylinder to provide connections for air, fuel, and exhaust for that cylinder. Cylinders that are chained directly adjacent to each other can share a single manifold."
Modular Engine Starter,modular_engine_starter.xml,Modular Engines,,FALSE,FALSE,FALSE,30,1,1,1,1,A modular engine starter.,Attach a starter to a Drive Belt component and supply power to apply an inefficient force on the engine to get it started.
Modular Engine Temperature Sensor,modular_engine_sensor_temperature.xml,Modular Engines,,FALSE,FALSE,FALSE,50,1,1,1,1,A modular engine temperature sensor.,Attach to a crankshaft to provide temperature information.
Duct,steam_coal_duct.xml,Industry,"steam,coal,fishing",FALSE,FALSE,FALSE,50,12,3,3,3,A basic resource duct.,Transports resources through the connected system.
Duct Large,steam_coal_duct_l.xml,Industry,"steam,coal,fishing",FALSE,FALSE,FALSE,150,112,5,9,5,A basic resource duct.,Transports resources through the connected system.
Duct Medium,steam_coal_duct_m.xml,Industry,"steam,coal,fishing",FALSE,FALSE,FALSE,100,62,5,5,5,A basic resource duct.,Transports resources through the connected system.
Electric Furnace,furnace_electric.xml,Industry,firebox,FALSE,FALSE,FALSE,900,220,3,3,5,An electrically powered furnace.,Produces large amounts of heat from electricity.
Firebox,steam_coal_firebox.xml,Industry,"steam,coal",FALSE,FALSE,FALSE,100,100,3,5,3,A coal powered firebox.,Produces large amounts of heat. Can be supplied with a mineral duct. Consumes 1 coal to ignite the fire.
Firebox Large,steam_coal_firebox_l.xml,Industry,"steam,coal",FALSE,FALSE,FALSE,200,400,5,7,5,A coal powered firebox.,Produces large amounts of heat. Can be supplied with a duct. Consumes 1 coal to ignite the fire.
Funnel Duct,steam_coal_funnel.xml,Industry,"steam,coal,fishing",FALSE,FALSE,FALSE,50,20,3,3,2,A funnel for moving resources.,Can be toggled to slowly move resources out of the connected system.
Hopper,steam_coal_hopper.xml,Industry,"steam,coal,fishing",FALSE,FALSE,FALSE,50,12,3,3,3,"A hopper that can accept bulk minerals, ingots, and fish.",Pouring resources into the receptacle will add it to the connected system.
Hopper Large,steam_coal_hopper_l.xml,Industry,"steam,coal,fishing",FALSE,FALSE,FALSE,150,112,5,9,5,"A hopper that can accept bulk minerals, ingots, and fish.",Pouring resources into the receptacle will add it to the connected system.
Hopper Medium,steam_coal_hopper_m.xml,Industry,"steam,coal,fishing",FALSE,FALSE,FALSE,100,62,5,5,5,"A hopper that can accept bulk minerals, ingots, and fish.",Pouring resources into the receptacle will add it to the connected system.
Industrial Diesel Furnace,furnace_industrial.xml,Industry,firebox,FALSE,FALSE,FALSE,750,350,5,7,5,A diesel powered furnace.,Produces large amounts of heat by burning supplied diesel. Consumes a portion of the diesel reserve to ignite the fire.
Lobster Pot,lobster_pot.xml,Industry,"crab,fishing",FALSE,FALSE,FALSE,150,45,5,5,3,A trap for lobsters and crabs.,A portable trap for catching lobsters and crabs on the sea floor.
Mineral Converter,mineral_converter.xml,Industry,"steam,coal",FALSE,TRUE,FALSE,250000,80,3,3,3,A basic mineral duct.,Transports minerals through the connected system.
Net Anchor,rope_hook_net.xml,Industry,"basic,fishing",FALSE,FALSE,FALSE,15,3,1,1,3,An anchor point for a fishing net.,Draw a rope logic link between four Net Anchors in a loop to form a net.
Nuclear Control Rod,steam_nuclear_control_rod.xml,Industry,reactor,FALSE,FALSE,FALSE,250,100,1,1,17,A Control Rod.,Can be inserted into a fuel assembly to decrease the rate of reaction of adjacent rods.
Nuclear Fuel Assembly,steam_nuclear_fuel_assembly.xml,Industry,reactor,FALSE,FALSE,FALSE,500,80,1,1,12,A Fuel assembly powered by uranium ingots.,A fuel rod can be inserted into the assembly to facilitate a fission reaction. Fuel rods consume uranium ingots from the workbench inventory to fuel.
Nuclear Fuel Rod,steam_nuclear_fuel_rod.xml,Industry,reactor,FALSE,FALSE,FALSE,2500,80,1,1,9,A Radioactive Fuel Rod.,Can be inserted into a fuel assembly to start the nuclear fission process.
Oil Rig Drill Clamp,oil_rig_drill_grabber.xml,Industry,,FALSE,FALSE,FALSE,100,30,3,3,2,A clamp for moving drill rods into place.,
Oil Rig Drill Clamp (End),oil_rig_drill_grabber_end.xml,Industry,,FALSE,FALSE,FALSE,500,5,1,1,2,A clamp for moving drill rods into place.,
Oil Rig Drill Connector,oil_rig_drill_connector.xml,Industry,,FALSE,FALSE,FALSE,100,50,3,7,2,A clamp for moving drill rods into place.,"It can connect drill rods together to lengthen them, or separate drill rods to shorten them."
Oil Rig Drill Swivel,oil_rig_drill_swivel.xml,Industry,,FALSE,FALSE,FALSE,1000,30,3,3,5,A swivel for transferring fluids through a drill rod.,"The swivel connects to the end of a drill rod, and has fluid ports for drilling slurry and crude oil. Pumping a supply of drilling slurry through a drill rod is required for effective drilling."
Oil Rig Pumpjack,oil_rig_pumpjack.xml,Industry,,TRUE,FALSE,FALSE,1000,700,3,3,21,A pumpjack for extracting crude oil from a drilled oil well.,"Pulling the piston of the pumpjack with enough force will lift the piston, pulling fluid through the pump. A mechanical force capable of repeatedly cycling the piston is required to pump fluid effectively."
Oil Rig Rod Storage,oil_rig_drill_storage.xml,Industry,,FALSE,FALSE,FALSE,50,10,1,41,2,A storage rack for drill rods.,Contains a single drill rod when spawned.
Oil Rig Rotary Table,oil_rig_drill_driver.xml,Industry,,FALSE,FALSE,FALSE,1000,500,7,7,3,A rotary table for drilling in an oil rig.,"Torque provided by an external motor rotates the table, which can rotate a drill rod placed through the center of the table."
Oil Rig Well Head,oil_rig_well_head.xml,Industry,,FALSE,FALSE,FALSE,5000,1000,9,9,25,A well head for oil drilling.,"Once anchored to the terrain, a drill rod can be inserted into a well head to begin drilling a well. In order to drill effectively a drill rod should be driven by a rotary table and forced downward toward the terrain. A continuous supply of drilling slurry must be provided through the drill rod via a swivel, and the saturated drilling slurry extracted from the well head fluid port."
Steam Boiler,steam_boiler.xml,Industry,,FALSE,FALSE,FALSE,250,500,5,7,5,A boiler for evaporating water into steam.,The boiler should be connected to a firebox to supply heat for evaporation. Control the rate of evaporation to maintain consistent output steam pressure.
Steam Condenser,steam_condenser.xml,Industry,,FALSE,FALSE,FALSE,250,250,3,5,5,A condenser for converting steam back to water.,The condenser should be continously cooled to function efficiently.
Steam Piston (Large),steam_piston_5x5.xml,Industry,,FALSE,FALSE,FALSE,2400,300,5,5,15,A steam powered piston that converts steam pressure into torque.,Steam pressurized through the outer coupling extends the piston and steam pressurized through the inner coupling retracts the piston. Alternating pressure to the couplings based on the piston position will allow the crankpin to rotate continuously.
Steam Piston (Medium),steam_piston_3x3.xml,Industry,,FALSE,FALSE,FALSE,600,120,3,3,9,A steam powered piston that converts steam pressure into torque.,Steam pressurized through the outer coupling extends the piston and steam pressurized through the inner coupling retracts the piston. Alternating pressure to the couplings based on the piston position will allow the crankpin to rotate continuously.
Steam Piston (Small),steam_piston.xml,Industry,,FALSE,FALSE,FALSE,90,12,1,1,6,A steam powered piston that converts steam pressure into torque.,Steam pressurized through the outer coupling extends the piston and steam pressurized through the inner coupling retracts the piston. Alternating pressure to the couplings based on the piston position will allow the crankpin to rotate continuously.
Steam Turbine,steam_turbine.xml,Industry,,FALSE,FALSE,FALSE,250,500,5,5,9,A steam powered turbine.,Produces torque based on the force generated by steam passing through the turbine.
Vacuum Duct,steam_coal_vacuum.xml,Industry,"steam,coal,fishing",FALSE,FALSE,FALSE,50,20,3,3,3,A vacuum for moving resources.,Can be toggled to move resources through the vacuum. The vacuum can transport resources from ducts and hoppers immediately in front of the vacuum nozzle.
Porthole,window_porthole.xml,Windows,basic,FALSE,FALSE,FALSE,50,8,1,3,5,Large 3x5 window piece with a thick frame.,Useful for large vehicles that require windows with a more robust appearance.
Porthole Small,window_port.xml,Windows,basic,FALSE,FALSE,FALSE,30,6,1,3,3,3x3 window piece with a thick frame.,Useful for aircraft and ships that suit small structural windows.
Window 1x1,window_1x1.xml,Windows,basic,FALSE,FALSE,FALSE,5,1,1,1,1,Basic window piece.,Sits flush with walls and ceilings.
Window 1x2,window_2x1.xml,Windows,basic,FALSE,FALSE,FALSE,10,2,1,1,2,Basic window piece.,Sits flush with walls and ceilings.
Window 1x3,window_narrow.xml,Windows,basic,FALSE,FALSE,FALSE,15,2,1,1,3,Basic window piece.,Sits flush with walls and ceilings.
Window 2x2,window_2x2.xml,Windows,basic,FALSE,FALSE,FALSE,20,3,1,2,2,Basic window piece.,Sits flush with walls and ceilings.
Window 2x3,window_3x2.xml,Windows,basic,FALSE,FALSE,FALSE,25,4,1,2,3,Basic window piece.,Sits flush with walls and ceilings.
Window 3x3,window_large.xml,Windows,basic,FALSE,FALSE,FALSE,45,4,1,3,3,Basic window piece.,Sits flush with walls and ceilings.
Window Angle 1x1x1,window_1x1_wedge.xml,Windows,basic,FALSE,FALSE,FALSE,5,1,1,1,1,Basic window piece.,An angled window that can be used for creating cockpits and windscreens. Can also be used to create a corner between flat windows when oriented correctly.
Window Angle 1x2x2,window_angle_m_1x2x2.xml,Windows,basic,FALSE,FALSE,FALSE,20,2,2,1,2,Basic window piece.,An angled window that can be used for creating cockpits and windscreens. Can also be used to create a corner between flat windows when oriented correctly.
Window Angle 1x3x3,window_narrow_angle.xml,Windows,basic,FALSE,FALSE,FALSE,45,2,3,1,3,Basic window piece.,An angled window that can be used for creating cockpits and windscreens. Can also be used to create a corner between flat windows when oriented correctly.
Window Angle 1x4x4,window_angle_xl_1x4x4.xml,Windows,basic,FALSE,FALSE,FALSE,80,3,4,1,4,Basic window piece.,An angled window that can be used for creating cockpits and windscreens. Can also be used to create a corner between flat windows when oriented correctly.
Window Angle 2x1x1,window_angle_s_1x2.xml,Windows,basic,FALSE,FALSE,FALSE,10,1,1,2,1,Basic window piece.,An angled window that can be used for creating cockpits and windscreens. Can also be used to create a corner between flat windows when oriented correctly.
Window Angle 2x2x2,window_angle_m_2x2x2.xml,Windows,basic,FALSE,FALSE,FALSE,30,3,2,2,2,Basic window piece.,An angled window that can be used for creating cockpits and windscreens. Can also be used to create a corner between flat windows when oriented correctly.
Window Angle 2x3x3,window_angle_l_2x3x3.xml,Windows,basic,FALSE,FALSE,FALSE,10,4,3,2,3,Basic window piece.,An angled window that can be used for creating cockpits and windscreens. Can also be used to create a corner between flat windows when oriented correctly.
Window Angle 2x4x4,window_angle_xl_2x4x4.xml,Windows,basic,FALSE,FALSE,FALSE,160,5,4,2,4,Basic window piece.,An angled window that can be used for creating cockpits and windscreens. Can also be used to create a corner between flat windows when oriented correctly.
Window Angle 3x1x1,window_small_angle.xml,Windows,basic,FALSE,FALSE,FALSE,15,2,1,3,1,Basic window piece.,An angled window that can be used for creating cockpits and windscreens. Can also be used to create a corner between flat windows when oriented correctly.
Window Angle 3x2x2,window_angle_m_3x2x2.xml,Windows,basic,FALSE,FALSE,FALSE,60,4,2,3,2,Basic window piece.,An angled window that can be used for creating cockpits and windscreens. Can also be used to create a corner between flat windows when oriented correctly.
Window Angle 3x3x3,window_large_angle.xml,Windows,basic,FALSE,FALSE,FALSE,135,5,3,3,3,Basic window piece.,An angled window that can be used for creating cockpits and windscreens. Can also be used to create a corner between flat windows when oriented correctly.
Window Angle 3x4x4,window_angle_xl_3x4x4.xml,Windows,basic,FALSE,FALSE,FALSE,240,6,4,3,4,Basic window piece.,An angled window that can be used for creating cockpits and windscreens. Can also be used to create a corner between flat windows when oriented correctly.
Window Corner 2x3,window_corner_small.xml,Windows,basic,FALSE,FALSE,FALSE,30,2,1,2,3,Basic window piece.,"Corner windows are triangular in shape, making them useful for creating corners between angled windows."
Window Corner 3x4,window_corner.xml,Windows,basic,FALSE,FALSE,FALSE,60,4,1,3,4,Basic window piece.,"Corner windows are triangular in shape, making them useful for creating corners between angled windows."
Window Corner Full 1x1,window_corner_full_1x1.xml,Windows,basic,FALSE,FALSE,FALSE,5,1,1,1,1,Basic window piece.,"Corner windows are triangular in shape, making them useful for creating corners between angled windows."
Window Corner Full 2x2,window_corner_full_small.xml,Windows,basic,FALSE,FALSE,FALSE,20,2,1,2,2,Basic window piece.,"Corner windows are triangular in shape, making them useful for creating corners between angled windows."
Window Corner Full 3x3,window_corner_full_medium.xml,Windows,basic,FALSE,FALSE,FALSE,45,4,1,3,3,Basic window piece.,"Corner windows are triangular in shape, making them useful for creating corners between angled windows."
Window Corner Full 4x4,window_corner_full_large.xml,Windows,basic,FALSE,FALSE,FALSE,80,5,1,4,4,Basic window piece.,"Corner windows are triangular in shape, making them useful for creating corners between angled windows."
